Areas & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,Total Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,AREA_META,Category,Metric,Area_type
"Amphoe Si Chiang Mai, Changwat Nong Khai, $400 - $599",37.64,46.01,16.35,0,2700,920,1300,470,0,"Amphoe Si Chiang Mai, Changwat Nong Khai",$400 - $599,Device,District
"Amphoe Si Chiang Mai, Changwat Nong Khai, $600 - $999",36.63,45.79,17.58,0,2500,1100,1200,580,0,"Amphoe Si Chiang Mai, Changwat Nong Khai",$600 - $999,Device,District
"Amphoe Den Chai, Changwat Phrae, Price unknown",31.43,38.57,30,0,740,300,360,240,0,"Amphoe Den Chai, Changwat Phrae",Price unknown,Device,District
"Amphoe Den Chai, Changwat Phrae, $1,000 or more",37.82,47.64,14.55,0,2600,960,1300,350,0,"Amphoe Den Chai, Changwat Phrae","$1,000 or more",Device,District
"Amphoe Den Chai, Changwat Phrae, Less than $100",24.29,57.14,18.57,0,1400,440,720,240,0,"Amphoe Den Chai, Changwat Phrae",Less than $100,Device,District
"Amphoe Den Chai, Changwat Phrae, $100 - $149",24.1,54.85,21.05,0,3400,860,2000,720,0,"Amphoe Den Chai, Changwat Phrae",$100 - $149,Device,District
"Amphoe Den Chai, Changwat Phrae, $150 - $199",28.08,57.19,14.73,0,2800,920,1600,380,0,"Amphoe Den Chai, Changwat Phrae",$150 - $199,Device,District
"Amphoe Den Chai, Changwat Phrae, $200 - $249",28.78,55.61,15.61,0,2100,600,1200,350,0,"Amphoe Den Chai, Changwat Phrae",$200 - $249,Device,District
"Amphoe Den Chai, Changwat Phrae, $250 - $299",25.24,53.88,20.87,0,1900,520,1000,360,0,"Amphoe Den Chai, Changwat Phrae",$250 - $299,Device,District
"Amphoe Den Chai, Changwat Phrae, $300 - $399",35.59,50,14.41,0,2200,760,1100,310,0,"Amphoe Den Chai, Changwat Phrae",$300 - $399,Device,District
"Amphoe Den Chai, Changwat Phrae, $400 - $599",36.89,48.06,15.05,0,2100,750,990,400,0,"Amphoe Den Chai, Changwat Phrae",$400 - $599,Device,District
"Amphoe Den Chai, Changwat Phrae, $600 - $999",39.76,47.39,12.85,0,2500,980,1200,280,0,"Amphoe Den Chai, Changwat Phrae",$600 - $999,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, Price unknown",19.23,44.23,36.54,0,410,130,120,110,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",Price unknown,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, $1,000 or more",35.19,53.09,11.73,0,1600,550,860,260,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat","$1,000 or more",Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, Less than $100",23.81,49.21,26.98,0,490,0,300,100,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",Less than $100,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, $100 - $149",31.93,50.6,17.47,0,1600,460,830,340,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",$100 - $149,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, $150 - $199",35.71,50,14.29,0,1100,500,580,170,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",$150 - $199,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, $200 - $249",40,40.95,19.05,0,950,390,390,180,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",$200 - $249,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, $250 - $299",28.26,44.57,27.17,0,820,220,480,200,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",$250 - $299,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, $300 - $399",36.96,41.3,21.74,0,1100,310,440,240,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",$300 - $399,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, $400 - $599",25,57.61,17.39,0,950,380,440,200,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",$400 - $599,Device,District
"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat, $600 - $999",37.58,40,22.42,0,1500,550,660,280,0,"Amphoe Phra Phrom, Changwat Nakhon Si Thammarat",$600 - $999,Device,District
"Amphoe Hankha, Changwat Chai Nat, Price unknown",39.53,60.47,0,0,1300,490,720,0,0,"Amphoe Hankha, Changwat Chai Nat",Price unknown,Device,District
"Amphoe Hankha, Changwat Chai Nat, $1,000 or more",38.23,52.92,8.85,0,4800,1900,2500,520,0,"Amphoe Hankha, Changwat Chai Nat","$1,000 or more",Device,District
"Amphoe Hankha, Changwat Chai Nat, Less than $100",24.12,68.86,7.02,0,2100,580,1500,0,0,"Amphoe Hankha, Changwat Chai Nat",Less than $100,Device,District
"Amphoe Hankha, Changwat Chai Nat, $100 - $149",23.66,68.45,7.89,0,6600,1600,4700,640,0,"Amphoe Hankha, Changwat Chai Nat",$100 - $149,Device,District
"Amphoe Hankha, Changwat Chai Nat, $150 - $199",28.75,64.46,6.79,0,5700,1800,3800,360,0,"Amphoe Hankha, Changwat Chai Nat",$150 - $199,Device,District
"Amphoe Hankha, Changwat Chai Nat, $200 - $249",30.6,58.36,11.04,0,3200,1100,1900,390,0,"Amphoe Hankha, Changwat Chai Nat",$200 - $249,Device,District
"Amphoe Hankha, Changwat Chai Nat, $250 - $299",28.48,61.3,10.22,0,3200,970,2000,300,0,"Amphoe Hankha, Changwat Chai Nat",$250 - $299,Device,District
"Amphoe Hankha, Changwat Chai Nat, $300 - $399",27.82,58.27,13.91,0,3700,1100,2200,460,0,"Amphoe Hankha, Changwat Chai Nat",$300 - $399,Device,District
"Amphoe Hankha, Changwat Chai Nat, $400 - $599",30.85,57.45,11.7,0,3800,1300,2100,240,0,"Amphoe Hankha, Changwat Chai Nat",$400 - $599,Device,District
"Amphoe Hankha, Changwat Chai Nat, $600 - $999",38.71,54.84,6.45,0,4100,1600,2400,300,0,"Amphoe Hankha, Changwat Chai Nat",$600 - $999,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, Price unknown",40,60,0,0,520,160,230,0,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",Price unknown,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, $1,000 or more",34.27,58.06,7.66,0,2500,830,1400,300,0,"Amphoe Ban Khwao, Changwat Chaiyaphum","$1,000 or more",Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, Less than $100",27.22,62.78,10,0,1700,480,1100,0,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",Less than $100,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, $100 - $149",31.29,61.68,7.03,0,4200,1400,2700,330,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",$100 - $149,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, $150 - $199",31.38,61.88,6.74,0,3400,1100,2100,200,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",$150 - $199,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, $200 - $249",27.66,65.11,7.23,0,2200,600,1600,110,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",$200 - $249,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, $250 - $299",29.74,70.26,0,0,2000,640,1300,200,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",$250 - $299,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, $300 - $399",31.2,56.84,11.97,0,2500,770,1400,180,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",$300 - $399,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, $400 - $599",38.68,57.14,4.18,0,2700,1100,1600,230,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",$400 - $599,Device,District
"Amphoe Ban Khwao, Changwat Chaiyaphum, $600 - $999",33.18,59.09,7.73,0,2300,760,1300,170,0,"Amphoe Ban Khwao, Changwat Chaiyaphum",$600 - $999,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, Price unknown",23.26,76.74,0,0,410,0,220,0,0,"Amphoe Samoeng, Changwat Chiang Mai",Price unknown,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, $1,000 or more",26.21,73.79,0,0,1100,260,680,0,0,"Amphoe Samoeng, Changwat Chiang Mai","$1,000 or more",Device,District
"Amphoe Samoeng, Changwat Chiang Mai, Less than $100",19.05,80.95,0,0,730,210,490,0,0,"Amphoe Samoeng, Changwat Chiang Mai",Less than $100,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, $100 - $149",15.12,76.59,8.29,0,1900,320,1500,0,0,"Amphoe Samoeng, Changwat Chiang Mai",$100 - $149,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, $150 - $199",20.27,79.73,0,0,1400,290,1000,0,0,"Amphoe Samoeng, Changwat Chiang Mai",$150 - $199,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, $200 - $249",0,86.08,13.92,0,860,160,620,0,0,"Amphoe Samoeng, Changwat Chiang Mai",$200 - $249,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, $250 - $299",37.88,62.12,0,0,570,210,320,0,0,"Amphoe Samoeng, Changwat Chiang Mai",$250 - $299,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, $300 - $399",0,100,0,0,700,130,610,0,0,"Amphoe Samoeng, Changwat Chiang Mai",$300 - $399,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, $400 - $599",33.33,66.67,0,0,770,150,520,0,0,"Amphoe Samoeng, Changwat Chiang Mai",$400 - $599,Device,District
"Amphoe Samoeng, Changwat Chiang Mai, $600 - $999",32.26,67.74,0,0,910,220,620,0,0,"Amphoe Samoeng, Changwat Chiang Mai",$600 - $999,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, Price unknown",45.65,54.35,0,0,360,0,290,0,0,"Amphoe Sang Khom, Changwat Udon Thani",Price unknown,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, $1,000 or more",35.54,64.46,0,0,1300,510,850,140,0,"Amphoe Sang Khom, Changwat Udon Thani","$1,000 or more",Device,District
"Amphoe Sang Khom, Changwat Udon Thani, Less than $100",23.08,76.92,0,0,900,150,610,0,0,"Amphoe Sang Khom, Changwat Udon Thani",Less than $100,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, $100 - $149",21.83,78.17,0,0,2300,420,1700,0,0,"Amphoe Sang Khom, Changwat Udon Thani",$100 - $149,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, $150 - $199",22.83,69.57,7.61,0,1800,400,1400,140,0,"Amphoe Sang Khom, Changwat Udon Thani",$150 - $199,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, $200 - $249",35.96,64.04,0,0,860,290,640,0,0,"Amphoe Sang Khom, Changwat Udon Thani",$200 - $249,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, $250 - $299",28.24,71.76,0,0,890,210,690,0,0,"Amphoe Sang Khom, Changwat Udon Thani",$250 - $299,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, $300 - $399",19.82,71.17,9.01,0,1100,310,810,150,0,"Amphoe Sang Khom, Changwat Udon Thani",$300 - $399,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, $400 - $599",18,82,0,0,1100,120,800,180,0,"Amphoe Sang Khom, Changwat Udon Thani",$400 - $599,Device,District
"Amphoe Sang Khom, Changwat Udon Thani, $600 - $999",34.46,65.54,0,0,1500,500,970,0,0,"Amphoe Sang Khom, Changwat Udon Thani",$600 - $999,Device,District
"Phra Khanong, Bangkok, Price unknown",33.15,33.89,32.97,0,5400,1800,1900,1800,0,"Phra Khanong, Bangkok",Price unknown,Device,District
"Phra Khanong, Bangkok, $1,000 or more",32.21,49.53,18.26,0,61000,19000,31000,12000,0,"Phra Khanong, Bangkok","$1,000 or more",Device,District
"Phra Khanong, Bangkok, Less than $100",25.06,28.88,46.06,0,4100,1200,1200,1900,0,"Phra Khanong, Bangkok",Less than $100,Device,District
"Phra Khanong, Bangkok, $100 - $149",25,29.95,45.05,0,15000,3900,4600,7100,0,"Phra Khanong, Bangkok",$100 - $149,Device,District
"Phra Khanong, Bangkok, $150 - $199",27.88,30.71,41.41,0,16000,4600,5000,6700,0,"Phra Khanong, Bangkok",$150 - $199,Device,District
"Phra Khanong, Bangkok, $200 - $249",29.44,29.83,40.73,0,13000,3700,3900,5100,0,"Phra Khanong, Bangkok",$200 - $249,Device,District
"Phra Khanong, Bangkok, $250 - $299",26.16,36.11,37.74,0,12000,3100,4500,4300,0,"Phra Khanong, Bangkok",$250 - $299,Device,District
"Phra Khanong, Bangkok, $300 - $399",29.47,37.47,33.06,0,17000,5100,6500,5800,0,"Phra Khanong, Bangkok",$300 - $399,Device,District
"Phra Khanong, Bangkok, $400 - $599",33.76,40.48,25.76,0,22000,7300,8700,5900,0,"Phra Khanong, Bangkok",$400 - $599,Device,District
"Phra Khanong, Bangkok, $600 - $999",34.18,42.96,22.86,0,27000,9200,12000,6400,0,"Phra Khanong, Bangkok",$600 - $999,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, Price unknown",38,62,0,0,450,230,260,100,0,"Amphoe Fao Rai, Changwat Nong Khai",Price unknown,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, $1,000 or more",31.84,63.18,4.98,0,2000,770,1300,0,0,"Amphoe Fao Rai, Changwat Nong Khai","$1,000 or more",Device,District
"Amphoe Fao Rai, Changwat Nong Khai, Less than $100",17.07,82.93,0,0,1200,210,910,0,0,"Amphoe Fao Rai, Changwat Nong Khai",Less than $100,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, $100 - $149",21.02,73.21,5.77,0,4000,780,3100,280,0,"Amphoe Fao Rai, Changwat Nong Khai",$100 - $149,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, $150 - $199",16.46,76.4,7.14,0,3200,510,2400,260,0,"Amphoe Fao Rai, Changwat Nong Khai",$150 - $199,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, $200 - $249",16.26,76.35,7.39,0,1900,370,1500,0,0,"Amphoe Fao Rai, Changwat Nong Khai",$200 - $249,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, $250 - $299",23.3,76.7,0,0,1700,360,1200,140,0,"Amphoe Fao Rai, Changwat Nong Khai",$250 - $299,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, $300 - $399",25,75,0,0,1800,490,1200,0,0,"Amphoe Fao Rai, Changwat Nong Khai",$300 - $399,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, $400 - $599",28.65,64.61,6.74,0,1800,490,1200,0,0,"Amphoe Fao Rai, Changwat Nong Khai",$400 - $599,Device,District
"Amphoe Fao Rai, Changwat Nong Khai, $600 - $999",29.55,65.45,5,0,2000,650,1400,0,0,"Amphoe Fao Rai, Changwat Nong Khai",$600 - $999,Device,District
"Don Mueang, Bangkok, Price unknown",35.8,29.06,35.14,0,8900,3200,2700,3200,0,"Don Mueang, Bangkok",Price unknown,Device,District
"Don Mueang, Bangkok, $1,000 or more",35.98,44.24,19.77,0,85000,31000,38000,17000,0,"Don Mueang, Bangkok","$1,000 or more",Device,District
"Don Mueang, Bangkok, Less than $100",25.57,23.93,50.5,0,8100,2000,1900,4100,0,"Don Mueang, Bangkok",Less than $100,Device,District
"Don Mueang, Bangkok, $100 - $149",28.58,25.34,46.09,0,27000,7800,6900,12000,0,"Don Mueang, Bangkok",$100 - $149,Device,District
"Don Mueang, Bangkok, $150 - $199",31.26,27.12,41.62,0,28000,9000,8200,12000,0,"Don Mueang, Bangkok",$150 - $199,Device,District
"Don Mueang, Bangkok, $200 - $249",30.75,29.92,39.33,0,21000,6800,6500,8600,0,"Don Mueang, Bangkok",$200 - $249,Device,District
"Don Mueang, Bangkok, $250 - $299",29.58,32.09,38.33,0,20000,6100,6600,7600,0,"Don Mueang, Bangkok",$250 - $299,Device,District
"Don Mueang, Bangkok, $300 - $399",34.63,33.64,31.73,0,28000,9800,9300,9000,0,"Don Mueang, Bangkok",$300 - $399,Device,District
"Don Mueang, Bangkok, $400 - $599",34.76,38.51,26.42,0.31,37000,13000,14000,9900,0,"Don Mueang, Bangkok",$400 - $599,Device,District
"Don Mueang, Bangkok, $600 - $999",36.37,40.79,22.84,0,45000,16000,18000,11000,0,"Don Mueang, Bangkok",$600 - $999,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, Price unknown",29.17,40.63,30.21,0,1800,610,680,560,0,"Amphoe Phu Wiang, Changwat Khon Kaen",Price unknown,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, $1,000 or more",35.65,35.83,28.52,0,5300,1900,1800,1600,0,"Amphoe Phu Wiang, Changwat Khon Kaen","$1,000 or more",Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, Less than $100",23.45,49.84,26.71,0,3100,740,1500,870,0,"Amphoe Phu Wiang, Changwat Khon Kaen",Less than $100,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, $100 - $149",25.29,46.17,28.54,0,9100,2500,4200,2700,0,"Amphoe Phu Wiang, Changwat Khon Kaen",$100 - $149,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, $150 - $199",29.31,39.8,30.89,0,6500,1900,2800,2100,0,"Amphoe Phu Wiang, Changwat Khon Kaen",$150 - $199,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, $200 - $249",28.76,41.83,29.41,0,4400,1300,1900,1400,0,"Amphoe Phu Wiang, Changwat Khon Kaen",$200 - $249,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, $250 - $299",29.08,48.37,22.55,0,3500,1000,1800,870,0,"Amphoe Phu Wiang, Changwat Khon Kaen",$250 - $299,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, $300 - $399",29.4,41.41,29.19,0,4800,1500,2100,1400,0,"Amphoe Phu Wiang, Changwat Khon Kaen",$300 - $399,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, $400 - $599",27.75,45.62,26.63,0,5000,1500,2400,1400,0,"Amphoe Phu Wiang, Changwat Khon Kaen",$400 - $599,Device,District
"Amphoe Phu Wiang, Changwat Khon Kaen, $600 - $999",32.88,39.3,27.82,0,4800,1700,2100,1400,0,"Amphoe Phu Wiang, Changwat Khon Kaen",$600 - $999,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, Price unknown",49.42,32.68,17.9,0,2500,1300,840,410,0,"Amphoe Lom Sak, Changwat Phetchabun",Price unknown,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, $1,000 or more",49.17,36.4,14.43,0,12000,6100,4300,1800,0,"Amphoe Lom Sak, Changwat Phetchabun","$1,000 or more",Device,District
"Amphoe Lom Sak, Changwat Phetchabun, Less than $100",44.44,45.32,10.23,0,3300,1600,1400,300,0,"Amphoe Lom Sak, Changwat Phetchabun",Less than $100,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, $100 - $149",52.17,35.36,12.47,0,10000,5500,3800,1300,0,"Amphoe Lom Sak, Changwat Phetchabun",$100 - $149,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, $150 - $199",47.79,37.61,14.61,0,10000,5100,3900,1400,0,"Amphoe Lom Sak, Changwat Phetchabun",$150 - $199,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, $200 - $249",46.07,37.84,16.09,0,7700,3600,2900,1200,0,"Amphoe Lom Sak, Changwat Phetchabun",$200 - $249,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, $250 - $299",45.85,38.54,15.62,0,6700,3200,2500,1000,0,"Amphoe Lom Sak, Changwat Phetchabun",$250 - $299,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, $300 - $399",44.32,38.98,16.71,0,8400,3900,3400,1400,0,"Amphoe Lom Sak, Changwat Phetchabun",$300 - $399,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, $400 - $599",49.28,36.18,14.54,0,9200,4500,3300,1300,0,"Amphoe Lom Sak, Changwat Phetchabun",$400 - $599,Device,District
"Amphoe Lom Sak, Changwat Phetchabun, $600 - $999",49.9,34.92,15.18,0,9600,5200,3700,1700,0,"Amphoe Lom Sak, Changwat Phetchabun",$600 - $999,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, Price unknown",21.43,51.19,27.38,0,930,230,430,340,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",Price unknown,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, $1,000 or more",30.25,51.85,17.9,0,3300,1000,1700,640,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat","$1,000 or more",Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, Less than $100",17.74,60.48,21.77,0,1100,200,780,300,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",Less than $100,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, $100 - $149",20.44,54.7,24.86,0,3700,710,1900,900,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",$100 - $149,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, $150 - $199",16.25,55.12,28.62,0,2700,440,1400,820,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",$150 - $199,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, $200 - $249",19.46,50.81,29.73,0,1700,320,1000,390,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",$200 - $249,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, $250 - $299",16.57,60.77,22.65,0,1700,350,990,440,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",$250 - $299,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, $300 - $399",25.88,49.56,24.56,0,2200,550,1100,500,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",$300 - $399,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, $400 - $599",19.8,57.92,22.28,0,2000,520,1200,480,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",$400 - $599,Device,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, $600 - $999",24.31,51.39,24.31,0,2900,650,1500,740,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",$600 - $999,Device,District
"Amphoe Phu Phiang, Changwat Nan, Price unknown",32.89,59.73,7.38,0,1400,330,960,100,0,"Amphoe Phu Phiang, Changwat Nan",Price unknown,Device,District
"Amphoe Phu Phiang, Changwat Nan, $1,000 or more",38.18,51.21,10.61,0,5400,2100,2800,580,0,"Amphoe Phu Phiang, Changwat Nan","$1,000 or more",Device,District
"Amphoe Phu Phiang, Changwat Nan, Less than $100",29.53,70.47,0,0,2000,670,1300,210,0,"Amphoe Phu Phiang, Changwat Nan",Less than $100,Device,District
"Amphoe Phu Phiang, Changwat Nan, $100 - $149",26.77,66.92,6.31,0,5100,1300,3500,380,0,"Amphoe Phu Phiang, Changwat Nan",$100 - $149,Device,District
"Amphoe Phu Phiang, Changwat Nan, $150 - $199",32.41,60.44,7.16,0,5100,1600,3000,350,0,"Amphoe Phu Phiang, Changwat Nan",$150 - $199,Device,District
"Amphoe Phu Phiang, Changwat Nan, $200 - $249",30.36,55.95,13.69,0,3200,1100,1800,480,0,"Amphoe Phu Phiang, Changwat Nan",$200 - $249,Device,District
"Amphoe Phu Phiang, Changwat Nan, $250 - $299",33.22,53.49,13.29,0,3000,970,1700,460,0,"Amphoe Phu Phiang, Changwat Nan",$250 - $299,Device,District
"Amphoe Phu Phiang, Changwat Nan, $300 - $399",30.38,56.64,12.98,0,3500,1200,1900,450,0,"Amphoe Phu Phiang, Changwat Nan",$300 - $399,Device,District
"Amphoe Phu Phiang, Changwat Nan, $400 - $599",36.32,54.24,9.44,0,4000,1400,2400,380,0,"Amphoe Phu Phiang, Changwat Nan",$400 - $599,Device,District
"Amphoe Phu Phiang, Changwat Nan, $600 - $999",43,46.3,10.7,0,4800,2200,2200,460,0,"Amphoe Phu Phiang, Changwat Nan",$600 - $999,Device,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, Price unknown",0,100,0,0,400,250,250,110,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",Price unknown,Device,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, $1,000 or more",33.99,55.56,10.46,0,1400,430,770,170,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima","$1,000 or more",Device,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, Less than $100",0,80.39,19.61,0,590,130,390,0,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",Less than $100,Device,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, $100 - $149",28.13,63.13,8.75,0,1600,480,940,110,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",$100 - $149,Device,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, $150 - $199",35.9,64.1,0,0,1300,330,790,170,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",$150 - $199,Device,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, $200 - $249",26.15,73.85,0,0,830,220,530,160,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",$200 - $249,Device,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, $250 - $299",30.77,69.23,0,0,820,230,620,0,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",$250 - $299,Device,District
