Provinces & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,TMH-MB Market Size,AIS-MB Market Size,DTAC-MB Market Size,TOT-MB Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,Source,Provinces,Category,Metric
"Changwat Nakhon Phanom, 55-64",22.73,71.23,6.04,--,"41,000","41,000","41,000","41,000","9,400","29,000","2,400",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Phanom,55-64,Age
"Changwat Nakhon Phanom, 65+",21.09,73.22,5.69,--,"23,000","23,000","23,000","23,000","5,100","17,000","1,400",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Phanom,65+,Age
"Changwat Kanchanaburi, 13-17",17.57,75.15,7.28,--,"42,000","42,000","42,000","42,000","7,700","33,000","3,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kanchanaburi,13-17,Age
"Changwat Kanchanaburi, 18-24",18.57,71.79,9.64,--,"124,000","124,000","124,000","124,000","23,000","93,000","13,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kanchanaburi,18-24,Age
"Changwat Kanchanaburi, 25-34",18.33,73.41,8.21,0.04,"241,000","241,000","241,000","241,000","45,000","182,000","20,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kanchanaburi,25-34,Age
"Changwat Kanchanaburi, 35-44",17.75,75.42,6.76,0.07,"144,000","144,000","144,000","144,000","26,000","111,000","10,000",100,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kanchanaburi,35-44,Age
"Changwat Kanchanaburi, 45-54",15.88,77.46,6.66,--,"92,000","92,000","92,000","92,000","15,000","74,000","6,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kanchanaburi,45-54,Age
"Changwat Kanchanaburi, 55-64",13.23,80.13,6.64,--,"62,000","62,000","62,000","62,000","8,400","51,000","4,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kanchanaburi,55-64,Age
"Changwat Kanchanaburi, 65+",13.25,78.89,7.86,--,"37,000","37,000","37,000","37,000","5,100","30,000","2,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kanchanaburi,65+,Age
"Changwat Nakhon Pathom, 13-17",30.55,48.04,21.41,--,"30,000","30,000","30,000","30,000","10,000","16,000","7,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Pathom,13-17,Age
"Changwat Nakhon Pathom, 18-24",27.52,50.81,21.67,--,"138,000","138,000","138,000","138,000","42,000","75,000","32,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Pathom,18-24,Age
"Changwat Nakhon Pathom, 25-34",26.29,53.34,20.38,--,"264,000","264,000","264,000","264,000","72,000","146,000","56,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Pathom,25-34,Age
"Changwat Nakhon Pathom, 35-44",24.86,56.21,18.94,--,"164,000","164,000","164,000","164,000","42,000","94,000","32,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Pathom,35-44,Age
"Changwat Nakhon Pathom, 45-54",21.75,60.34,17.91,--,"105,000","105,000","105,000","105,000","23,000","65,000","19,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Pathom,45-54,Age
"Changwat Nakhon Pathom, 55-64",20.92,61.67,17.4,--,"64,000","64,000","64,000","64,000","13,000","41,000","11,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Pathom,55-64,Age
"Changwat Nakhon Pathom, 65+",20.01,61.12,18.87,--,"35,000","35,000","35,000","35,000","7,200","22,000","6,700",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Pathom,65+,Age
"Changwat Kamphaeng Phet, 13-17",40.79,38.92,20.28,--,"24,000","24,000","24,000","24,000","10,000","10,000","5,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kamphaeng Phet,13-17,Age
"Changwat Kamphaeng Phet, 18-24",38.06,41.2,20.74,--,"68,000","68,000","68,000","68,000","28,000","30,000","15,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kamphaeng Phet,18-24,Age
"Changwat Kamphaeng Phet, 25-34",36.79,41.39,21.82,--,"129,000","129,000","129,000","129,000","50,000","56,000","29,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kamphaeng Phet,25-34,Age
"Changwat Kamphaeng Phet, 35-44",35.86,44.03,20.11,--,"80,000","80,000","80,000","80,000","30,000","37,000","17,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kamphaeng Phet,35-44,Age
"Changwat Kamphaeng Phet, 45-54",30.88,47.05,22.07,--,"57,000","57,000","57,000","57,000","18,000","28,000","13,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kamphaeng Phet,45-54,Age
"Changwat Kamphaeng Phet, 55-64",26.66,50.71,22.63,--,"43,000","43,000","43,000","43,000","12,000","22,000","9,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kamphaeng Phet,55-64,Age
"Changwat Kamphaeng Phet, 65+",30.06,48.38,21.56,--,"24,000","24,000","24,000","24,000","7,800","12,000","5,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Kamphaeng Phet,65+,Age
"Changwat Phetchabun, 13-17",45.44,42.22,12.34,--,"32,000","32,000","32,000","32,000","16,000","15,000","4,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phetchabun,13-17,Age
"Changwat Phetchabun, 18-24",47.16,39.82,13.02,--,"81,000","81,000","81,000","81,000","41,000","35,000","12,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phetchabun,18-24,Age
"Changwat Phetchabun, 25-34",45.47,41.41,13.13,--,"156,000","156,000","156,000","156,000","75,000","67,000","21,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phetchabun,25-34,Age
"Changwat Phetchabun, 35-44",40.85,45.23,13.92,--,"98,000","98,000","98,000","98,000","41,000","46,000","14,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phetchabun,35-44,Age
"Changwat Phetchabun, 45-54",38.14,47.09,14.77,--,"73,000","73,000","73,000","73,000","28,000","36,000","11,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phetchabun,45-54,Age
"Changwat Phetchabun, 55-64",34.33,50.22,15.45,--,"51,000","51,000","51,000","51,000","18,000","26,000","8,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phetchabun,55-64,Age
"Changwat Phetchabun, 65+",37.62,47.47,14.91,--,"30,000","30,000","30,000","30,000","11,000","14,000","4,400",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Phetchabun,65+,Age
"Changwat Nakhon Nayok, 13-17",38.38,42.47,19.14,--,"9,200","9,200","9,200","9,200","3,900","4,300","2,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Nayok,13-17,Age
"Changwat Nakhon Nayok, 18-24",36.31,42.66,21.03,--,"37,000","37,000","37,000","37,000","15,000","17,000","8,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Nayok,18-24,Age
"Changwat Nakhon Nayok, 25-34",34.02,46.84,19.14,--,"69,000","69,000","69,000","69,000","24,000","33,000","14,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Nayok,25-34,Age
"Changwat Nakhon Nayok, 35-44",33.22,48.25,18.53,--,"41,000","41,000","41,000","41,000","14,000","21,000","7,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Nayok,35-44,Age
"Changwat Nakhon Nayok, 45-54",29.34,51.0,19.65,--,"27,000","27,000","27,000","27,000","8,400","15,000","5,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Nayok,45-54,Age
"Changwat Nakhon Nayok, 55-64",26.19,55.12,18.69,--,"20,000","20,000","20,000","20,000","5,100","11,000","3,700",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Nayok,55-64,Age
"Changwat Nakhon Nayok, 65+",28.79,51.85,19.36,--,"12,000","12,000","12,000","12,000","3,300","6,200","2,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Nayok,65+,Age
"Changwat Satun, 13-17",23.61,36.43,39.96,--,"15,000","15,000","15,000","15,000","4,100","6,100","6,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Satun,13-17,Age
"Changwat Satun, 18-24",25.11,38.09,36.8,--,"38,000","38,000","38,000","38,000","11,000","15,000","15,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Satun,18-24,Age
"Changwat Satun, 25-34",24.32,39.52,36.16,--,"72,000","72,000","72,000","72,000","18,000","30,000","27,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Satun,25-34,Age
"Changwat Satun, 35-44",24.1,40.24,35.65,--,"48,000","48,000","48,000","48,000","13,000","20,000","18,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Satun,35-44,Age
"Changwat Satun, 45-54",22.77,41.63,35.6,--,"28,000","28,000","28,000","28,000","6,700","12,000","10,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Satun,45-54,Age
"Changwat Satun, 55-64",18.97,46.53,34.5,--,"17,000","17,000","17,000","17,000","3,200","7,700","5,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Satun,55-64,Age
"Changwat Satun, 65+",20.36,42.34,37.3,--,"9,400","9,400","9,400","9,400","1,900","4,100","3,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Satun,65+,Age
"Changwat Suphan Buri, 13-17",23.65,61.5,14.86,--,"28,000","28,000","28,000","28,000","7,400","18,000","4,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Suphan Buri,13-17,Age
"Changwat Suphan Buri, 18-24",23.88,60.33,15.79,--,"88,000","88,000","88,000","88,000","23,000","55,000","15,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Suphan Buri,18-24,Age
"Changwat Suphan Buri, 25-34",23.22,62.83,13.95,--,"188,000","188,000","188,000","188,000","44,000","123,000","28,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Suphan Buri,25-34,Age
"Changwat Suphan Buri, 35-44",22.25,63.55,14.2,--,"121,000","121,000","121,000","121,000","28,000","79,000","18,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Suphan Buri,35-44,Age
"Changwat Suphan Buri, 45-54",19.17,66.92,13.92,--,"83,000","83,000","83,000","83,000","16,000","57,000","11,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Suphan Buri,45-54,Age
"Changwat Suphan Buri, 55-64",17.17,70.41,12.43,--,"58,000","58,000","58,000","58,000","9,700","41,000","7,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Suphan Buri,55-64,Age
"Changwat Suphan Buri, 65+",17.96,69.16,12.88,--,"33,000","33,000","33,000","33,000","5,800","23,000","4,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Suphan Buri,65+,Age
"Changwat Nong Khai, 13-17",36.01,52.01,11.98,--,"21,000","21,000","21,000","21,000","8,100","12,000","2,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nong Khai,13-17,Age
"Changwat Nong Khai, 18-24",38.11,47.41,14.47,--,"52,000","52,000","52,000","52,000","21,000","27,000","8,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nong Khai,18-24,Age
"Changwat Nong Khai, 25-34",34.55,50.76,14.68,--,"102,000","102,000","102,000","102,000","37,000","54,000","16,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nong Khai,25-34,Age
"Changwat Nong Khai, 35-44",33.48,53.21,13.31,--,"67,000","67,000","67,000","67,000","23,000","36,000","9,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nong Khai,35-44,Age
"Changwat Nong Khai, 45-54",29.05,56.75,14.2,--,"56,000","56,000","56,000","56,000","16,000","31,000","8,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nong Khai,45-54,Age
"Changwat Nong Khai, 55-64",27.34,57.6,15.06,--,"41,000","41,000","41,000","41,000","11,000","24,000","6,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nong Khai,55-64,Age
"Changwat Nong Khai, 65+",25.82,57.96,16.21,--,"24,000","24,000","24,000","24,000","6,500","15,000","4,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nong Khai,65+,Age
"Changwat Trat, 13-17",31.5,51.97,16.54,--,"11,000","11,000","11,000","11,000","3,600","5,900","1,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Trat,13-17,Age
"Changwat Trat, 18-24",29.35,52.27,18.39,--,"32,000","32,000","32,000","32,000","10,000","18,000","6,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Trat,18-24,Age
"Changwat Trat, 25-34",29.15,55.28,15.57,--,"67,000","67,000","67,000","67,000","21,000","38,000","11,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Trat,25-34,Age
"Changwat Trat, 35-44",29.51,55.29,15.2,--,"44,000","44,000","44,000","44,000","14,000","25,000","7,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Trat,35-44,Age
"Changwat Trat, 45-54",26.36,60.22,13.42,--,"30,000","30,000","30,000","30,000","8,100","19,000","4,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Trat,45-54,Age
"Changwat Trat, 55-64",23.72,63.35,12.93,--,"19,000","19,000","19,000","19,000","4,900","13,000","2,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Trat,55-64,Age
"Changwat Trat, 65+",23.7,61.6,14.71,--,"12,000","12,000","12,000","12,000","2,900","7,200","1,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Trat,65+,Age
"Changwat Lamphun, 13-17",45.09,40.22,14.68,--,"14,000","14,000","14,000","14,000","6,700","6,100","2,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lamphun,13-17,Age
"Changwat Lamphun, 18-24",45.66,38.87,15.46,--,"43,000","43,000","43,000","43,000","21,000","18,000","7,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lamphun,18-24,Age
"Changwat Lamphun, 25-34",44.65,41.88,13.47,--,"99,000","99,000","99,000","99,000","46,000","43,000","14,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lamphun,25-34,Age
"Changwat Lamphun, 35-44",42.88,43.2,13.92,--,"70,000","70,000","70,000","70,000","31,000","32,000","10,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lamphun,35-44,Age
"Changwat Lamphun, 45-54",39.99,46.83,13.18,--,"45,000","45,000","45,000","45,000","18,000","22,000","6,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lamphun,45-54,Age
"Changwat Lamphun, 55-64",38.32,47.82,13.86,--,"34,000","34,000","34,000","34,000","13,000","17,000","5,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lamphun,55-64,Age
"Changwat Lamphun, 65+",36.58,49.1,14.32,--,"22,000","22,000","22,000","22,000","8,600","11,000","3,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lamphun,65+,Age
"Changwat Lampang, 13-17",35.79,55.39,8.82,--,"18,000","18,000","18,000","18,000","7,000","11,000","1,700",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lampang,13-17,Age
"Changwat Lampang, 18-24",34.36,55.15,10.5,--,"64,000","64,000","64,000","64,000","23,000","37,000","7,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lampang,18-24,Age
"Changwat Lampang, 25-34",33.26,56.33,10.42,--,"130,000","130,000","130,000","130,000","46,000","77,000","14,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lampang,25-34,Age
"Changwat Lampang, 35-44",31.8,57.98,10.22,--,"95,000","95,000","95,000","95,000","32,000","57,000","11,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lampang,35-44,Age
"Changwat Lampang, 45-54",26.42,62.76,10.83,--,"73,000","73,000","73,000","73,000","20,000","47,000","8,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lampang,45-54,Age
"Changwat Lampang, 55-64",24.06,65.23,10.71,--,"68,000","68,000","68,000","68,000","16,000","45,000","7,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lampang,55-64,Age
"Changwat Lampang, 65+",24.68,63.51,11.82,--,"43,000","43,000","43,000","43,000","11,000","28,000","5,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lampang,65+,Age
"Changwat Chiang Mai, 13-17",33.43,51.27,15.3,--,"89,000","89,000","89,000","89,000","32,000","48,000","15,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Chiang Mai,13-17,Age
"Changwat Chiang Mai, 18-24",34.44,48.5,17.06,--,"334,000","334,000","334,000","334,000","122,000","171,000","60,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Chiang Mai,18-24,Age
"Changwat Chiang Mai, 25-34",34.39,49.3,16.3,0.02,"623,000","623,000","623,000","623,000","221,000","318,000","105,000",130,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Chiang Mai,25-34,Age
"Changwat Chiang Mai, 35-44",34.16,49.93,15.91,--,"384,000","384,000","384,000","384,000","133,000","198,000","63,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Chiang Mai,35-44,Age
"Changwat Chiang Mai, 45-54",30.98,52.38,16.63,--,"231,000","231,000","231,000","231,000","74,000","124,000","39,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Chiang Mai,45-54,Age
"Changwat Chiang Mai, 55-64",27.82,55.56,16.62,--,"163,000","163,000","163,000","163,000","46,000","92,000","27,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Chiang Mai,55-64,Age
"Changwat Chiang Mai, 65+",27.15,55.72,17.13,--,"125,000","125,000","125,000","125,000","34,000","71,000","23,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Chiang Mai,65+,Age
"Changwat Sa Kaeo, 13-17",32.07,60.11,7.81,--,"24,000","24,000","24,000","24,000","8,400","16,000","2,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Sa Kaeo,13-17,Age
"Changwat Sa Kaeo, 18-24",30.63,59.59,9.78,--,"68,000","68,000","68,000","68,000","21,000","43,000","6,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Sa Kaeo,18-24,Age
"Changwat Sa Kaeo, 25-34",29.87,60.37,9.76,--,"137,000","137,000","137,000","137,000","42,000","85,000","14,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Sa Kaeo,25-34,Age
"Changwat Sa Kaeo, 35-44",28.09,62.7,9.21,--,"79,000","79,000","79,000","79,000","22,000","51,000","7,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Sa Kaeo,35-44,Age
"Changwat Sa Kaeo, 45-54",22.15,68.9,8.96,--,"51,000","51,000","51,000","51,000","12,000","36,000","4,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Sa Kaeo,45-54,Age
"Changwat Sa Kaeo, 55-64",18.68,73.67,7.65,--,"34,000","34,000","34,000","34,000","6,500","26,000","2,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Sa Kaeo,55-64,Age
"Changwat Sa Kaeo, 65+",18.98,70.9,10.12,--,"19,000","19,000","19,000","19,000","3,800","14,000","1,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Sa Kaeo,65+,Age
"Changwat Loei, 13-17",30.92,63.27,5.81,--,"25,000","25,000","25,000","25,000","8,300","17,000","1,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Loei,13-17,Age
"Changwat Loei, 18-24",32.12,61.15,6.73,--,"70,000","70,000","70,000","70,000","24,000","45,000","5,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Loei,18-24,Age
"Changwat Loei, 25-34",30.72,63.91,5.37,--,"136,000","136,000","136,000","136,000","43,000","90,000","7,500",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Loei,25-34,Age
"Changwat Loei, 35-44",28.31,65.5,6.2,--,"86,000","86,000","86,000","86,000","26,000","58,000","5,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Loei,35-44,Age
"Changwat Loei, 45-54",25.14,68.52,6.34,--,"62,000","62,000","62,000","62,000","16,000","43,000","4,100",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Loei,45-54,Age
"Changwat Loei, 55-64",20.73,74.08,5.19,--,"44,000","44,000","44,000","44,000","9,400","33,000","2,400",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Loei,55-64,Age
"Changwat Loei, 65+",22.2,71.69,6.11,--,"25,000","25,000","25,000","25,000","5,600","18,000","1,600",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Loei,65+,Age
"Changwat Samut Prakan, 13-17",43.28,33.41,23.31,--,"33,000","33,000","33,000","33,000","16,000","12,000","8,400",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Samut Prakan,13-17,Age
"Changwat Samut Prakan, 18-24",38.12,41.23,20.66,--,"166,000","166,000","166,000","166,000","66,000","73,000","36,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Samut Prakan,18-24,Age
"Changwat Samut Prakan, 25-34",35.74,45.2,19.06,--,"386,000","386,000","386,000","386,000","142,000","181,000","77,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Samut Prakan,25-34,Age
"Changwat Samut Prakan, 35-44",32.63,48.6,18.77,--,"235,000","235,000","235,000","235,000","79,000","118,000","47,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Samut Prakan,35-44,Age
"Changwat Samut Prakan, 45-54",30.51,49.43,20.06,--,"150,000","150,000","150,000","150,000","46,000","77,000","31,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Samut Prakan,45-54,Age
"Changwat Samut Prakan, 55-64",30.74,47.75,21.51,--,"86,000","86,000","86,000","86,000","26,000","42,000","20,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Samut Prakan,55-64,Age
"Changwat Samut Prakan, 65+",31.17,45.65,23.18,--,"47,000","47,000","47,000","47,000","15,000","22,000","11,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Samut Prakan,65+,Age
"Changwat Lop Buri, 13-17",30.28,59.29,10.43,--,"24,000","24,000","24,000","24,000","7,800","16,000","2,800",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lop Buri,13-17,Age
"Changwat Lop Buri, 18-24",31.37,58.72,9.9,--,"82,000","82,000","82,000","82,000","27,000","53,000","8,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lop Buri,18-24,Age
"Changwat Lop Buri, 25-34",30.89,58.83,10.28,--,"167,000","167,000","167,000","167,000","54,000","103,000","17,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lop Buri,25-34,Age
"Changwat Lop Buri, 35-44",28.27,62.06,9.67,--,"106,000","106,000","106,000","106,000","31,000","67,000","11,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lop Buri,35-44,Age
"Changwat Lop Buri, 45-54",25.15,65.65,9.2,--,"73,000","73,000","73,000","73,000","19,000","48,000","7,300",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lop Buri,45-54,Age
"Changwat Lop Buri, 55-64",21.47,69.13,9.4,--,"55,000","55,000","55,000","55,000","12,000","37,000","5,200",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lop Buri,55-64,Age
"Changwat Lop Buri, 65+",22.31,68.7,8.99,--,"31,000","31,000","31,000","31,000","7,000","21,000","2,900",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Lop Buri,65+,Age
"Changwat Nakhon Ratchasima, 13-17",32.56,57.57,9.87,--,"96,000","96,000","96,000","96,000","34,000","61,000","10,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,13-17,Age
"Changwat Nakhon Ratchasima, 18-24",34.83,54.43,10.73,--,"303,000","303,000","303,000","303,000","115,000","178,000","36,000",--,MB MKS by province(Age)_2025-12-28_All.csv,Changwat Nakhon Ratchasima,18-24,Age
